"team","name","salary","position","age","height","weight","dob","country","experience","college","games","games_started","minutes_played","field_goals","field_goal_attempts","field_goal_pct","three_pointers","three_point_attempts","three_point_pct","two_pointers","two_point_attempts","two_point_pct","effective_field_goal_pct","free_throws","free_throw_attempts","free_throw_pct","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points","outlier"
"PHI","Phil Pressey",981348,"PG",24,71,175,1991-02-17,"us","2","University of Missouri",14,0,170,21,55,0.382,4,13,0.308,17,42,0.405,0.418,9,18,0.5,0,23,23,46,11,1,19,14,55,FALSE
"SAC","Quincy Acy",1148640,"PF",25,79,240,1990-10-06,"us","3","Baylor University",59,29,876,119,214,0.556,19,49,0.388,100,165,0.606,0.6,50,68,0.735,65,123,188,27,29,24,27,103,307,FALSE
"BOS","R.J. Hunter",9500000,"SG",22,77,185,1993-10-24,"us","0","Georgia State University",36,0,315,36,98,0.367,19,63,0.302,17,35,0.486,0.464,6,7,0.857,2,35,37,13,14,4,11,29,97,FALSE
"SAC","Rajon Rondo",1e+06,"PG",29,73,186,1986-02-22,"us","9","University of Kentucky",72,72,2537,355,782,0.454,62,170,0.365,293,612,0.479,0.494,87,150,0.58,77,358,435,839,141,10,278,175,859,FALSE
"IND","Rakeem Christmas",2170465,"PF",24,81,250,1991-12-01,"us","0","Syracuse University",1,0,6,2,2,1,0,0,NA,2,2,1,1,0,0,NA,1,0,1,0,0,0,0,1,4,FALSE
"WAS","Ramon Sessions",3270000,"PG",29,75,190,1986-04-11,"us","8","University of Nevada, Reno",82,5,1667,280,592,0.473,36,111,0.324,244,481,0.507,0.503,214,283,0.756,25,178,203,239,46,5,115,102,810,FALSE
"OKC","Randy Foye",1733040,"SG",32,76,213,1983-09-24,"us","9","Villanova University",27,1,572,52,149,0.349,25,81,0.309,27,68,0.397,0.433,22,27,0.815,8,43,51,49,13,13,28,48,151,FALSE
"MIL","Rashad Vaughn",1499187,"SG",19,78,202,1996-08-16,"us","0","University of Nevada, Las Vegas",70,6,1001,81,266,0.305,43,147,0.293,38,119,0.319,0.385,12,15,0.8,11,77,88,39,29,16,28,73,217,FALSE
"SAS","Rasual Butler",1e+06,"SF",36,79,215,1979-05-23,"us","12","La Salle University",46,0,432,49,104,0.471,15,49,0.306,34,55,0.618,0.543,11,16,0.688,3,53,56,24,13,23,8,11,124,FALSE
"UTA","Raul Neto",1058720,"PG",23,73,179,1992-05-19,"br","0","",81,53,1499,180,418,0.431,64,162,0.395,116,256,0.453,0.507,52,70,0.743,17,103,120,174,62,2,109,122,476,TRUE
"SAS","Ray McCallum",3950313,"PG",24,75,190,1991-06-12,"us","2","University of Detroit Mercy",31,3,256,27,67,0.403,5,16,0.313,22,51,0.431,0.44,9,10,0.9,6,25,31,33,5,4,11,14,68,FALSE
"DAL","Raymond Felton",1252440,"PG",31,73,205,1984-06-26,"us","10","University of North Carolina",80,31,2192,277,682,0.406,60,213,0.282,217,469,0.463,0.45,149,176,0.847,36,222,258,284,68,15,121,141,763,FALSE
"DET","Reggie Bullock",1.4e+07,"SF",24,79,205,1991-03-16,"us","2","University of North Carolina",37,0,429,43,98,0.439,22,53,0.415,21,45,0.467,0.551,14,15,0.933,14,54,68,27,10,2,8,29,122,FALSE
"DET","Reggie Jackson",1499000,"PG",25,75,208,1990-04-16,"it","4","Boston College",79,79,2424,540,1244,0.434,118,334,0.353,422,910,0.464,0.482,291,337,0.864,58,195,253,492,59,11,223,187,1489,FALSE
"CLE","Richard Jefferson",1050000,"SF",35,79,233,1980-06-21,"us","14","University of Arizona",74,5,1326,143,312,0.458,66,173,0.382,77,139,0.554,0.564,58,87,0.667,15,113,128,59,33,14,43,129,410,FALSE
"PHI","Richaun Holmes",12365000,"PF",22,82,245,1993-10-15,"us","0","Bowling Green State University",51,1,702,114,222,0.514,8,44,0.182,106,178,0.596,0.532,51,74,0.689,62,73,135,33,19,40,32,92,287,FALSE
"MIN","Ricky Rubio",1e+06,"PG",25,76,194,1990-10-21,"es","4","",76,76,2323,219,586,0.374,62,190,0.326,157,396,0.396,0.427,266,314,0.847,40,286,326,658,162,10,193,201,766,FALSE
"PHI","Robert Covington",981348,"SF",25,81,215,1990-12-14,"us","2","Tennessee State University",67,49,1903,274,712,0.385,170,482,0.353,104,230,0.452,0.504,140,177,0.791,65,354,419,97,105,40,143,232,858,FALSE
"LAL","Robert Sacre",1.3e+07,"C",26,84,270,1989-06-06,"us","3","Gonzaga University",25,1,320,31,75,0.413,0,0,NA,31,75,0.413,0.413,25,38,0.658,32,40,72,14,4,10,12,43,87,FALSE
"NYK","Robin Lopez",1348440,"C",27,84,255,1988-04-01,"us","7","Stanford University",82,82,2219,357,662,0.539,0,1,0,357,661,0.54,0.539,128,161,0.795,268,334,602,114,16,129,133,182,842,FALSE
"UTA","Rodney Hood",6500000,"SG",23,80,206,1992-10-20,"us","1","Duke University",79,79,2541,408,972,0.42,161,449,0.359,247,523,0.472,0.503,172,200,0.86,38,229,267,213,73,16,125,202,1149,FALSE
"IND","Rodney Stuckey",1335480,"PG",29,77,210,1986-04-21,"us","8","Eastern Washington University",58,1,1275,183,443,0.413,20,83,0.241,163,360,0.453,0.436,131,158,0.829,19,137,156,142,43,8,76,77,517,FALSE
"BRK","Rondae Hollis-Jefferson",1499187,"SF",21,79,220,1995-01-03,"us","0","University of Arizona",29,17,615,63,138,0.457,4,14,0.286,59,124,0.476,0.471,37,52,0.712,39,115,154,43,39,16,26,61,167,FALSE
"PHO","Ronnie Price",15500000,"PG",32,74,190,1983-06-21,"us","10","Utah Valley State College",62,18,1211,116,302,0.384,68,196,0.347,48,106,0.453,0.497,31,41,0.756,25,74,99,147,74,13,70,161,331,FALSE
"LAL","Roy Hibbert",12403101,"C",29,86,270,1986-12-11,"us","7","Georgetown University",81,81,1878,182,411,0.443,0,2,0,182,409,0.445,0.443,117,145,0.807,132,266,398,95,32,110,76,252,481,FALSE
"SAC","Rudy Gay",1175880,"SF",29,80,230,1986-08-17,"us","9","University of Connecticut",70,70,2379,466,1007,0.463,74,215,0.344,392,792,0.495,0.5,198,254,0.78,103,353,456,120,100,51,139,184,1204,FALSE
"UTA","Rudy Gobert",816482,"C",23,85,245,1992-06-26,"fr","2","",61,60,1932,198,354,0.559,0,0,NA,198,354,0.559,0.559,161,283,0.569,208,460,668,91,45,135,114,163,557,FALSE
"MEM","Russ Smith",16744218,"PG",24,72,165,1991-04-19,"us","1","University of Louisville",15,0,66,7,22,0.318,1,5,0.2,6,17,0.353,0.341,8,13,0.615,1,8,9,11,5,1,7,5,23,FALSE
"OKC","Russell Westbrook",8500000,"PG",27,75,200,1988-11-12,"us","7","University of California, Los Angeles",80,80,2750,656,1444,0.454,101,341,0.296,555,1103,0.503,0.489,465,573,0.812,145,481,626,834,163,20,342,200,1878,FALSE
"NOP","Ryan Anderson",769431,"PF",27,82,240,1988-05-06,"us","7","University of California",66,7,2008,397,929,0.427,131,358,0.366,266,571,0.466,0.498,199,228,0.873,131,265,396,73,38,25,90,109,1124,TRUE
"WAS","Ryan Hollins",1724250,"C",31,84,240,1984-10-10,"us","9","University of California, Los Angeles",5,3,48,4,7,0.571,0,0,NA,4,7,0.571,0.571,0,0,NA,7,4,11,0,0,1,3,4,8,FALSE
"LAL","Ryan Kelly",525093,"PF",24,83,230,1991-04-09,"us","2","Duke University",36,0,470,55,149,0.369,5,37,0.135,50,112,0.446,0.386,37,54,0.685,21,100,121,20,13,10,18,39,152,FALSE
"DAL","Salah Mejri",1646400,"C",29,85,245,1986-06-15,"tn","0","",34,6,397,49,78,0.628,0,1,0,49,77,0.636,0.628,27,46,0.587,41,82,123,10,8,36,23,54,125,FALSE
"HOU","Sam Dekker",1300000,"SF",21,81,230,1994-05-06,"us","0","University of Wisconsin",3,0,6,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,1,0,0,0,0,FALSE
"CLE","Sasha Kaun",1356146,"C",30,83,260,1985-05-08,"ru","0","University of Kansas",25,0,95,9,17,0.529,0,0,NA,9,17,0.529,0.529,5,11,0.455,12,14,26,3,4,5,7,11,23,FALSE
"NYK","Sasha Vujacic",420012,"SG",31,79,195,1984-03-08,"si","8","",61,25,908,106,277,0.383,52,143,0.364,54,134,0.403,0.477,32,39,0.821,26,123,149,84,34,5,44,83,296,TRUE
"BRK","Sean Kilpatrick",12350000,"SG",26,76,210,1990-01-06,"us","1","University of Cincinnati",23,0,534,115,249,0.462,35,97,0.361,80,152,0.526,0.532,53,59,0.898,10,40,50,26,10,2,27,30,318,FALSE
"OKC","Serge Ibaka",1599840,"PF",26,82,235,1989-09-18,"cg","6","",78,78,2500,416,869,0.479,60,184,0.326,356,685,0.52,0.513,91,121,0.752,141,392,533,66,38,148,108,211,983,FALSE
"BRK","Sergey Karasev",947276,"SF",22,79,208,1993-10-26,"ru","2","",40,5,399,30,74,0.405,11,37,0.297,19,37,0.514,0.48,26,28,0.929,8,50,58,35,6,2,22,27,97,FALSE
"SAC","Seth Curry",2056920,"PG",25,74,185,1990-08-23,"us","2","Duke University",44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299,FALSE
"MIN","Shabazz Muhammad",1294440,"SF",23,78,223,1992-11-13,"us","2","University of California, Los Angeles",82,0,1682,317,681,0.465,44,152,0.289,273,529,0.516,0.498,185,242,0.764,100,167,267,52,24,7,70,94,863,FALSE
"ORL","Shabazz Napier",1500000,"PG",24,73,175,1991-07-14,"us","1","University of Connecticut",55,0,600,68,201,0.338,34,104,0.327,34,97,0.351,0.423,33,45,0.733,9,46,55,97,23,1,46,38,203,FALSE
"BRK","Shane Larkin",5543725,"PG",23,71,175,1992-10-02,"us","2","University of Miami",78,17,1751,222,502,0.442,39,108,0.361,183,394,0.464,0.481,83,107,0.776,28,152,180,342,95,12,146,121,566,FALSE
"GSW","Shaun Livingston",845059,"PG",30,79,192,1985-09-11,"us","10","",78,3,1520,203,379,0.536,2,12,0.167,201,367,0.548,0.538,80,93,0.86,42,127,169,237,57,27,78,140,488,FALSE
"IND","Shayne Whittington",845059,"PF",24,83,250,1991-03-27,"us","1","Western Michigan University",7,0,41,5,11,0.455,0,2,0,5,9,0.556,0.455,1,2,0.5,5,7,12,3,1,1,5,7,11,FALSE
"ATL","Shelvin Mack",2433333,"PG",25,75,203,1990-04-22,"us","4","Butler University",24,0,179,40,95,0.421,4,27,0.148,36,68,0.529,0.442,9,12,0.75,2,20,22,38,8,0,14,7,93,FALSE
"IND","Solomon Hill",1358880,"SF",24,79,225,1991-03-18,"us","2","University of Arizona",59,3,866,93,208,0.447,24,74,0.324,69,134,0.515,0.505,36,42,0.857,39,127,166,57,37,11,33,68,246,FALSE
"PHI","Sonny Weems",2800000,"SF",29,78,205,1986-07-08,"us","3","University of Arkansas",7,0,78,7,21,0.333,2,9,0.222,5,12,0.417,0.381,1,2,0.5,1,11,12,2,0,0,4,7,17,FALSE
"DET","Spencer Dinwiddie",845059,"PG",22,78,200,1993-04-06,"us","1","University of Colorado",12,0,159,19,54,0.352,1,10,0.1,18,44,0.409,0.361,19,33,0.576,4,13,17,22,3,0,7,20,58,FALSE
"CHO","Spencer Hawes",5543725,"PF",27,85,245,1988-04-28,"us","8","University of Washington",57,6,1035,124,306,0.405,38,102,0.373,86,204,0.422,0.467,54,65,0.831,51,193,244,109,22,27,58,111,340,FALSE
"DET","Stanley Johnson",2841960,"SF",19,79,245,1996-05-29,"us","0","University of Arizona",73,6,1687,225,600,0.375,63,205,0.307,162,395,0.41,0.428,80,102,0.784,58,248,306,118,55,12,114,178,593,FALSE
"GSW","Stephen Curry",11370786,"PG",27,75,190,1988-03-14,"us","6","Davidson College",79,79,2700,805,1598,0.504,402,886,0.454,403,712,0.566,0.63,363,400,0.908,68,362,430,527,169,15,262,161,2375,FALSE
"DET","Steve Blake",2170465,"PG",35,75,172,1980-02-26,"us","12","University of Maryland",58,2,986,93,240,0.388,52,151,0.344,41,89,0.461,0.496,16,20,0.8,9,80,89,200,24,5,81,70,254,FALSE
"MIL","Steve Novak",4166886,"PF",32,82,225,1983-06-13,"us","9","Marquette University",3,0,20,2,6,0.333,2,6,0.333,0,0,NA,0.5,1,1,1,0,1,1,0,0,0,0,2,7,TRUE
"OKC","Steven Adams",2279040,"C",22,84,255,1993-07-20,"nz","2","University of Pittsburgh",80,80,2014,261,426,0.613,0,0,NA,261,426,0.613,0.613,114,196,0.582,219,314,533,62,42,89,84,223,636,FALSE
"PHI","T.J. McConnell",525093,"PG",23,74,200,1992-03-25,"us","0","University of Arizona",81,17,1606,218,464,0.47,31,89,0.348,187,375,0.499,0.503,26,41,0.634,43,207,250,367,95,10,140,114,493,FALSE
"PHO","T.J. Warren",2041080,"SF",22,80,230,1993-09-05,"us","1","North Carolina State University",47,4,1070,221,441,0.501,28,70,0.4,193,371,0.52,0.533,45,64,0.703,57,90,147,44,37,16,32,94,515,FALSE
"CHI","Taj Gibson",8500000,"PF",30,81,225,1985-06-24,"us","6","University of Southern California",73,55,1936,263,500,0.526,0,3,0,263,497,0.529,0.526,101,146,0.692,206,298,504,106,47,77,78,180,627,FALSE
"LAL","Tarik Black",845059,"C",24,81,250,1991-11-22,"us","1","University of Kansas",39,0,496,57,104,0.548,0,0,NA,57,104,0.548,0.548,19,45,0.422,44,113,157,16,14,18,22,78,133,FALSE
"MIN","Tayshaun Prince",1499187,"SF",35,81,212,1980-02-28,"us","13","University of Kentucky",77,44,1462,102,229,0.445,4,23,0.174,98,206,0.476,0.454,13,19,0.684,32,115,147,73,36,13,27,62,221,FALSE
"HOU","Terrence Jones",2489530,"PF",24,81,252,1992-01-09,"us","3","University of Kentucky",50,11,1044,166,367,0.452,25,79,0.316,141,288,0.49,0.486,77,116,0.664,62,149,211,41,23,39,49,86,434,FALSE
"TOR","Terrence Ross",3553917,"SF",24,79,206,1991-02-05,"us","3","University of Washington",73,7,1747,270,626,0.431,131,339,0.386,139,287,0.484,0.536,49,62,0.79,21,164,185,56,54,25,46,120,720,FALSE
"BOS","Terry Rozier",1824360,"PG",21,74,190,1994-03-17,"us","0","University of Louisville",39,0,311,29,106,0.274,6,27,0.222,23,79,0.291,0.302,8,10,0.8,24,39,63,37,6,1,19,23,72,FALSE
"ATL","Thabo Sefolosha",4e+06,"SF",31,79,220,1984-05-02,"ch","9","",75,11,1758,188,372,0.505,42,124,0.339,146,248,0.589,0.562,62,99,0.626,52,282,334,107,85,37,68,109,480,FALSE
"BRK","Thaddeus Young",11200000,"PF",27,80,221,1988-06-21,"us","8","Georgia Institute of Technology",73,73,2407,495,963,0.514,7,30,0.233,488,933,0.523,0.518,105,163,0.644,176,484,660,135,112,37,136,182,1102,FALSE
"NYK","Thanasis Antetokounmpo",105888,"SF",23,79,205,1992-07-17,"gr","0","",2,0,6,3,4,0.75,0,1,0,3,3,1,0.75,0,0,NA,0,1,1,0,0,0,0,2,6,FALSE
"BRK","Thomas Robinson",981300,"PF",24,82,237,1991-03-17,"us","3","University of Kansas",71,7,917,130,291,0.447,0,1,0,130,290,0.448,0.447,47,109,0.431,136,223,359,46,39,36,69,111,307,FALSE
"ATL","Tiago Splitter",8500000,"C",31,83,245,1985-01-01,"br","5","",36,2,579,81,155,0.523,0,2,0,81,153,0.529,0.523,39,48,0.813,45,75,120,30,20,12,24,71,201,FALSE
"UTA","Tibor Pleiss",3e+06,"C",26,87,256,1989-11-02,"de","0","",12,0,82,11,25,0.44,0,2,0,11,23,0.478,0.44,2,2,1,6,9,15,2,1,2,8,19,24,FALSE
"SAS","Tim Duncan",5e+06,"C",39,83,250,1976-04-25,"vi","18","Wake Forest University",61,60,1536,215,441,0.488,0,2,0,215,439,0.49,0.488,92,131,0.702,115,332,447,163,47,78,90,125,522,FALSE
"POR","Tim Frazier",989216,"PG",25,73,170,1990-11-01,"us","1","Pennsylvania State University",35,1,272,20,60,0.333,3,17,0.176,17,43,0.395,0.358,8,15,0.533,11,28,39,42,10,1,27,31,51,TRUE
"ATL","Tim Hardaway",1304520,"SG",23,78,205,1992-03-16,"us","2","University of Michigan",51,1,864,114,265,0.43,48,142,0.338,66,123,0.537,0.521,50,56,0.893,7,79,86,51,21,7,23,48,326,FALSE
"CLE","Timofey Mozgov",4950000,"C",29,85,275,1986-07-16,"ru","5","",76,48,1326,203,359,0.565,1,7,0.143,202,352,0.574,0.567,68,95,0.716,110,227,337,33,22,57,71,159,475,FALSE
"DET","Tobias Harris",1.6e+07,"PF",23,81,235,1992-07-15,"us","4","University of Tennessee",27,25,903,166,348,0.477,33,88,0.375,133,260,0.512,0.524,82,90,0.911,25,143,168,70,18,12,30,62,447,FALSE
"NOP","Toney Douglas",1764858,"PG",29,74,195,1986-03-16,"us","6","Florida State University",61,18,1262,183,445,0.411,81,203,0.399,102,242,0.421,0.502,84,99,0.848,25,118,143,157,70,5,64,131,531,TRUE
"MEM","Tony Allen",5168539,"SG",34,76,213,1982-01-11,"us","11","Oklahoma State University",64,57,1620,215,469,0.458,15,42,0.357,200,427,0.468,0.474,90,138,0.652,104,192,296,70,110,18,78,175,535,FALSE
"SAS","Tony Parker",13437500,"PG",33,74,185,1982-05-17,"be","14","",72,72,1980,350,710,0.493,27,65,0.415,323,645,0.501,0.512,130,171,0.76,17,159,176,379,54,11,131,114,857,FALSE
"CHI","Tony Snell",1535880,"SF",24,79,200,1991-11-10,"us","2","University of New Mexico",64,33,1301,126,339,0.372,56,155,0.361,70,184,0.38,0.454,30,33,0.909,19,180,199,63,16,17,52,100,338,FALSE
"PHI","Tony Wroten",2346760,"PG",22,78,205,1993-04-13,"us","3","University of Washington",8,3,144,22,65,0.338,3,17,0.176,19,48,0.396,0.362,20,37,0.541,2,19,21,20,3,0,29,11,67,TRUE
"HOU","Trevor Ariza",8193030,"SF",30,80,215,1985-06-30,"us","11","University of California, Los Angeles",81,81,2859,357,859,0.416,185,499,0.371,172,360,0.478,0.523,126,161,0.783,67,299,366,188,160,26,113,177,1025,FALSE
"UTA","Trevor Booker",4775000,"PF",28,80,228,1987-11-25,"us","5","Clemson University",79,2,1632,190,388,0.49,12,41,0.293,178,347,0.513,0.505,71,106,0.67,166,286,452,84,59,41,81,169,463,FALSE
"UTA","Trey Burke",2658240,"PG",23,73,191,1992-11-12,"us","2","University of Michigan",64,0,1366,262,634,0.413,88,256,0.344,174,378,0.46,0.483,67,82,0.817,18,94,112,148,35,6,80,86,679,FALSE
"UTA","Trey Lyles",2239800,"PF",20,82,234,1995-11-05,"ca","0","University of Kentucky",80,33,1382,191,436,0.438,49,128,0.383,142,308,0.461,0.494,57,82,0.695,59,240,299,59,26,18,65,114,488,FALSE
"CLE","Tristan Thompson",14260870,"PF",24,81,238,1991-03-13,"ca","4","University of Texas at Austin",82,34,2269,247,420,0.588,0,0,NA,247,420,0.588,0.588,149,242,0.616,268,470,738,62,38,51,61,202,643,FALSE
"CHO","Troy Daniels",947276,"SG",24,76,205,1991-07-15,"us","2","Virginia Commonwealth University",43,0,476,89,187,0.476,59,122,0.484,30,65,0.462,0.634,5,9,0.556,7,50,57,21,11,3,24,40,242,FALSE
"IND","Ty Lawson",12669553,"PG",28,71,195,1987-11-03,"us","6","University of North Carolina",13,1,235,28,67,0.418,5,14,0.357,23,53,0.434,0.455,3,6,0.5,6,25,31,57,10,1,13,16,64,TRUE
"MIL","Tyler Ennis",1662360,"PG",21,75,194,1994-08-24,"ca","1","Syracuse University",46,7,654,84,187,0.449,13,39,0.333,71,148,0.48,0.484,25,34,0.735,13,62,75,95,25,1,46,64,206,FALSE
"CHO","Tyler Hansbrough",1185784,"PF",30,81,250,1985-11-03,"us","6","University of North Carolina",44,0,343,32,71,0.451,2,3,0.667,30,68,0.441,0.465,38,65,0.585,40,49,89,8,12,7,12,55,104,FALSE
"MIA","Tyler Johnson",845059,"SG",23,76,186,1992-05-07,"us","1","California State University, Fresno",36,5,863,118,243,0.486,27,71,0.38,91,172,0.529,0.541,51,64,0.797,28,81,109,79,24,14,47,66,314,FALSE
"BOS","Tyler Zeller",2616975,"C",26,84,253,1990-01-17,"us","3","University of North Carolina",60,3,710,138,290,0.476,0,0,NA,138,290,0.476,0.476,88,108,0.815,62,116,178,29,10,22,46,97,364,FALSE
"NOP","Tyreke Evans",11227000,"SG",26,78,220,1989-09-19,"us","6","University of Memphis",25,25,765,136,314,0.433,33,85,0.388,103,229,0.45,0.486,74,93,0.796,20,109,129,164,32,8,73,66,379,FALSE
"PHO","Tyson Chandler",1.3e+07,"C",33,85,240,1982-10-02,"us","14","",66,60,1618,183,314,0.583,0,1,0,183,313,0.585,0.583,106,171,0.62,175,401,576,64,36,44,93,145,472,FALSE
"MIN","Tyus Jones",1282080,"PG",19,74,195,1996-05-10,"us","0","Duke University",37,0,573,56,156,0.359,16,53,0.302,40,103,0.388,0.41,28,39,0.718,7,40,47,108,31,3,33,33,156,FALSE
"MIA","Udonis Haslem",2854940,"PF",35,80,235,1980-06-09,"us","12","University of Florida",37,0,260,23,61,0.377,1,9,0.111,22,52,0.423,0.385,12,16,0.75,10,65,75,14,5,2,5,25,59,FALSE
"ORL","Victor Oladipo",5192520,"SG",23,76,210,1992-05-04,"us","2","Indiana University",72,52,2379,425,970,0.438,98,282,0.348,327,688,0.475,0.489,205,247,0.83,48,297,345,282,116,54,153,174,1153,FALSE
"MEM","Vince Carter",4088091,"SG",39,78,220,1977-01-26,"us","17","University of North Carolina",60,3,1005,133,343,0.388,59,169,0.349,74,174,0.425,0.474,70,84,0.833,31,115,146,56,38,16,35,101,395,FALSE
"ATL","Walter Tavares",1e+06,"C",23,87,260,1992-03-22,"cv","0","",11,0,73,11,19,0.579,0,0,NA,11,19,0.579,0.579,3,8,0.375,7,14,21,3,1,6,5,8,25,FALSE
"BRK","Wayne Ellington",2423670,"SG",28,76,200,1987-10-29,"us","6","University of North Carolina",76,41,1615,218,561,0.389,96,268,0.358,122,293,0.416,0.474,54,63,0.857,20,154,174,83,48,5,45,82,586,TRUE
"LAC","Wesley Johnson",1100600,"SF",28,79,215,1987-07-11,"us","5","Syracuse University",80,9,1666,208,515,0.404,103,309,0.333,105,206,0.51,0.504,30,46,0.652,37,211,248,49,89,56,54,173,549,FALSE
"DAL","Wesley Matthews",16400000,"SF",29,77,220,1986-10-14,"us","6","Marquette University",78,78,2644,331,854,0.388,189,525,0.36,142,329,0.432,0.498,126,146,0.863,27,211,238,151,78,17,78,179,977,FALSE
"DEN","Will Barton",3333333,"SG",25,78,175,1991-01-06,"us","3","University of Memphis",82,1,2353,425,983,0.432,112,325,0.345,313,658,0.476,0.489,216,268,0.806,59,417,476,203,71,39,139,147,1178,FALSE
"SAC","Willie Cauley-Stein",3398280,"C",22,84,240,1993-08-18,"us","0","University of Kentucky",66,39,1412,191,339,0.563,0,2,0,191,337,0.567,0.563,81,125,0.648,134,218,352,37,48,66,46,146,463,FALSE
"BRK","Willie Reed",947276,"PF",25,82,220,1990-05-16,"us","0","Saint Louis University",39,2,426,76,133,0.571,0,0,NA,76,133,0.571,0.571,30,55,0.545,49,73,122,10,6,30,16,47,182,FALSE
"MEM","Xavier Munford",89588,"SG",23,74,180,1992-06-01,"us","0","University of Rhode Island",14,0,244,32,77,0.416,9,23,0.391,23,54,0.426,0.474,7,14,0.5,3,28,31,22,13,3,15,25,80,FALSE
"MIN","Zach LaVine",2148360,"SG",20,77,189,1995-03-10,"us","1","University of California, Los Angeles",82,33,2294,433,959,0.452,123,316,0.389,310,643,0.482,0.516,161,203,0.793,27,201,228,251,69,17,155,193,1150,FALSE
"MEM","Zach Randolph",9638555,"PF",34,81,260,1981-07-16,"us","14","Michigan State University",68,53,2016,431,907,0.475,6,26,0.231,425,881,0.482,0.479,172,216,0.796,179,350,529,142,43,13,105,146,1040,FALSE
"DAL","Zaza Pachulia",5200000,"C",31,83,270,1984-02-10,"ge","12","",76,69,2004,219,470,0.466,0,3,0,219,467,0.469,0.466,212,276,0.768,249,469,718,128,64,22,119,181,650,FALSE
